id	file	title	date	place	medium	dimensions	width	height	photographer
7827	File:ETH-BIB-Langenthal, Waldhof, Kantonale Landwirtschaftliche Schule-Inlandflüge-LBS MH01-008087.tif	Langenthal, Waldhof, Kantonale Landwirtschaftliche Schule	03.09.34	Langenthal	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
7828	File:ETH-BIB-Langenthal, Ziegelei-Inlandflüge-LBS MH03-0612.tif	Langenthal, Ziegelei	22 November 1924	Langenthal	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7829	File:ETH-BIB-Langenthal, Ziegelei-Inlandflüge-LBS MH03-0613.tif	Langenthal, Ziegelei	22 November 1924	Langenthal	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7830	File:ETH-BIB-Langenthal, Ziegelei-Inlandflüge-LBS MH03-0614.tif	Langenthal, Ziegelei	22 November 1924	Langenthal	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7831	File:ETH-BIB-Langenthal-Inlandflüge-LBS MH01-002212.tif	Langenthal	1919	Langenthal	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7832	File:ETH-BIB-Langenthal-Inlandflüge-LBS MH01-002213.tif	Langenthal	1919	Langenthal	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7833	File:ETH-BIB-Langnau am Albis , Gattikon, Thalwil, Zürichsee v. S. W. aus 1000 m-Inlandflüge-LBS MH01-004159.tif	Langnau am Albis , Gattikon, Thalwil, Zürichsee v. S. W. aus 1000 m	1919	Langnau am Albis	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7834	File:ETH-BIB-Langnau im Emmental v. S. W. aus 600 m-Inlandflüge-LBS MH01-005541.tif	Langnau im Emmental v. S. W. aus 600 m	1927	Langnau im Emmental	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7835	File:ETH-BIB-Langnau im Emmental v. S. W. aus 600 m-Inlandflüge-LBS MH01-005543.tif	Langnau im Emmental v. S. W. aus 600 m	1927	Langnau im Emmental	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7836	File:ETH-BIB-Langnau im Emmental v. S. W. aus 600 m-Inlandflüge-LBS MH01-005544.tif	Langnau im Emmental v. S. W. aus 600 m	1927	Langnau im Emmental	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7837	File:ETH-BIB-Langnau im Emmental, Armenhaus-Inlandflüge-LBS MH03-0617.tif	Langnau im Emmental, Armenhaus	21 October 1925	Langnau im Emmental	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7838	File:ETH-BIB-Langrüti, Sulzel, Willerzell, Aubrig, Glarneralpen, Sihllauf, Glärnisch v. W.-Inlandflüge-LBS MH01-005607.tif	Langrüti, Sulzel, Willerzell, Aubrig, Glarneralpen, Sihllauf, Glärnisch v. W.	1928	Glarner Alpen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7839	File:ETH-BIB-Langtaler Ferner und Gurgler Ferner, Ötztaler Alpen, Aufnahmerichtung Süden-Inlandflüge-LBS MH01-007971.tif	Langtaler Ferner und Gurgler Ferner, Ötztaler Alpen, Aufnahmerichtung Süden	09.09.34	-	Fotografie : Negativ	6 x 7 cm	7	6	Walter Mittelholzer
7840	File:ETH-BIB-Langtaler und Gurgler Ferner mit Hochwilde-Inlandflüge-LBS MH01-007292.tif	Langtaler und Gurgler Ferner mit Hochwilde	25.07.33	Ötztaler Alpen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7841	File:ETH-BIB-Langwies, Langwies-Viadukt, Sapün, Schiahorn, Strehlpass, Weissfluh v. W. aus 1800 m-Inlandflüge-LBS MH01-005570.tif	Langwies, Langwies-Viadukt, Sapün, Schiahorn, Strehlpass, Weissfluh v. W. aus 1800 m	1928	Langwies	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7842	File:ETH-BIB-Langwies, Viadukt der Arosa - Churbahn aus 1600 m-Inlandflüge-LBS MH01-005358.tif	Langwies, Viadukt der Arosa - Churbahn aus 1600 m	1927	Langwies	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7843	File:ETH-BIB-Lank im Sittertal (bei Appenzell) v. S. O. aus 1000 m-Inlandflüge-LBS MH01-002803.tif	-	1922	Appenzell	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	-
7844	File:ETH-BIB-Lanschaft zwischen Zürich und Biarritz-Weitere-LBS MH02-23-0032.tif	-	1934-1934	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
7845	File:ETH-BIB-Laufen, Bahnhof aus 300 m-Inlandflüge-LBS MH01-002863.tif	Laufen, Bahnhof aus 300 m	1922	-	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7846	File:ETH-BIB-Laufen, Fabrik-Inlandflüge-LBS MH03-1395.tif	Laufen, Fabrik	1918-1937	-	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7847	File:ETH-BIB-Laufen, Lochbrugg v. S. aus 600 m-Inlandflüge-LBS MH01-001416.tif	Laufen, Lochbrugg v. S. aus 600 m	1919	Bahnlinien	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7848	File:ETH-BIB-Laufen, Lochbrugg v. S. W. aus 800 m-Inlandflüge-LBS MH01-001415.tif	Laufen, Lochbrugg v. S. W. aus 800 m	1919	Bahnlinien	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7849	File:ETH-BIB-Laufen, Mühle Birshalde-Inlandflüge-LBS MH03-0618.tif	-	17.07.28	Laufen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	-
7850	File:ETH-BIB-Laufen, Mühlwerke (Papiermühle?)-Inlandflüge-LBS MH03-0620.tif	-	13.09.24	Laufen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7851	File:ETH-BIB-Laufen, Mühlwerke (Papiermühle?)-Inlandflüge-LBS MH03-0621.tif	-	13.09.24	Laufen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7852	File:ETH-BIB-Laufen, Portland Cement Fabrik-Inlandflüge-LBS MH03-0411.tif	-	1918-1937	Birs	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	-
7853	File:ETH-BIB-Laufen, Röschenz, Landsberg-Inlandflüge-LBS MH01-004076.tif	Laufen, Röschenz, Landsberg	1924	-	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7854	File:ETH-BIB-Laufen, Tonwerk AG-Inlandflüge-LBS MH03-0619.tif	Laufen, Tonwerk AG	17.07.28	Laufen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7855	File:ETH-BIB-Laufen, Wahlen, Breitenbach, Büsserach, Wahlen v. S. W. aus 300 m-Inlandflüge-LBS MH01-003167.tif	Laufen, Wahlen, Breitenbach, Büsserach, Wahlen v. S. W. aus 300 m	ca. 1922	-	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7856	File:ETH-BIB-Laufen-Inlandflüge-LBS MH01-002861.tif	Laufen	1922	-	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7857	File:ETH-BIB-Laufenburg (Deutschland), Fabrik-Inlandflüge-LBS MH03-0627.tif	Laufenburg (Deutschland), Fabrik	15.05.25	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7858	File:ETH-BIB-Laufenburg (Deutschland), Fabrik-Inlandflüge-LBS MH03-0628.tif	Laufenburg (Deutschland), Fabrik	15.05.25	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7859	File:ETH-BIB-Laufenburg (Deutschland), Fabrik-Inlandflüge-LBS MH03-0629.tif	Laufenburg (Deutschland), Fabrik	15.05.25	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7860	File:ETH-BIB-Laufenburg (Deutschland), Fabrik-Inlandflüge-LBS MH03-0630.tif	Laufenburg (Deutschland), Fabrik	15.05.25	Laufenburg	Fotografie : Glasplattennegativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
7861	File:ETH-BIB-Laufenburg (Deutschland), Fabrik-Inlandflüge-LBS MH03-0788.tif	Laufenburg (Deutschland), Fabrik	1918-1937	Laufenburg	Fotografie : Glasplattennegativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
7862	File:ETH-BIB-Laufenburg aus 200 m-Inlandflüge-LBS MH01-004536.tif	Laufenburg aus 200 m	1925	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7863	File:ETH-BIB-Laufenburg aus 300 m-Inlandflüge-LBS MH01-006628.tif	Laufenburg aus 300 m	05.10.31	Laufenburg	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7864	File:ETH-BIB-Laufenburg mit EW im Nebel v. S. W. aus 1000 m-Inlandflüge-LBS MH01-001291.tif	Laufenburg mit EW im Nebel v. S. W. aus 1000 m	1919	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7865	File:ETH-BIB-Laufenburg, Buser & Keiser & Co, Tricoterie-Inlandflüge-LBS MH03-1251.tif	Laufenburg, Buser & Keiser & Co, Tricoterie	1918-1937	Laufenburg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7866	File:ETH-BIB-Laufenburg, Buser & Keiser & Co, Tricoterie-Inlandflüge-LBS MH03-1254.tif	Laufenburg, Buser & Keiser & Co, Tricoterie	1918-1937	Laufenburg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7867	File:ETH-BIB-Laufenburg, E.W.Laufenburg v. S. O. aus 250 m-Inlandflüge-LBS MH01-005847.tif	Laufenburg, E.W.Laufenburg v. S. O. aus 250 m	1929	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7868	File:ETH-BIB-Laufenburg, Elektrizitätswerk-Inlandflüge-LBS MH03-0625.tif	Laufenburg, Elektrizitätswerk	1918-1937	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7869	File:ETH-BIB-Laufenburg, Elektrizitätswerk-Inlandflüge-LBS MH03-0626.tif	Laufenburg, Elektrizitätswerk	1918-1937	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7870	File:ETH-BIB-Laufenburg, Elektrizitätswerk-Inlandflüge-LBS MH03-1261.tif	Laufenburg, Elektrizitätswerk	1918-1937	Laufenburg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7871	File:ETH-BIB-Laufenburg, Heuberg v. S. O.-Inlandflüge-LBS MH01-003339.tif	Laufenburg, Heuberg v. S. O.	1923	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7872	File:ETH-BIB-Laufenburg, Holzbetrieb und Elektrizitätswerk-Inlandflüge-LBS MH03-0624.tif	Laufenburg, Holzbetrieb und Elektrizitätswerk	08.08.28	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7873	File:ETH-BIB-Laufenburg, Holzbetrieb und Elektrizitätswerk-Inlandflüge-LBS MH03-1611.tif	-	1918-1937	Laufenburg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	-
7874	File:ETH-BIB-Laufenburg, Holzhandlung-Inlandflüge-LBS MH03-0622.tif	Laufenburg, Holzhandlung	15.05.25	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7875	File:ETH-BIB-Laufenburg, Kein Laufenburg, Deutschland aus 300 m-Inlandflüge-LBS MH01-004537.tif	Laufenburg, Kein Laufenburg, Deutschland aus 300 m	1925	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7876	File:ETH-BIB-Laufenburg, Klein Laufenburg aus 200 m-Inlandflüge-LBS MH01-004598.tif	Laufenburg, Laufenburg (Deutschland), Kleinlaufenburg v. S. aus 800 m	1925	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7877	File:ETH-BIB-Laufenburg, Kraftwerk am Rhein, Staubecken v. S. aus 800 m-Inlandflüge-LBS MH01-001295.tif	Laufenburg, Kraftwerk am Rhein, Staubecken v. S. aus 800 m	1919	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7878	File:ETH-BIB-Laufenburg, Laufenburg (Deutschland), Kleinlaufenburg v. S. aus 800 m-Inlandflüge-LBS MH01-001293.tif	Laon	1919	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	-
7879	File:ETH-BIB-Laufenburg-?-, Seidenstoffwebereien vorm. Gebrüder Näf AG-Inlandflüge-LBS MH03-0623.tif	-	15.05.25	Laufenburg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7880	File:ETH-BIB-Laufenburg-Inlandflüge-LBS MH01-001285.tif	Laufenburg	1920	Laufenburg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7881	File:ETH-BIB-Laufental, Zementfabrik Liesberg und Liesbergmühle-Inlandflüge-LBS MH03-1441.tif	Laufental, Zementfabrik Liesberg und Liesbergmühle	1918-1937	Liesberg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7882	File:ETH-BIB-Laufental, Zementfabrik Liesberg und Liesbergmühle-Inlandflüge-LBS MH03-1442.tif	Laufental, Zementfabrik Liesberg und Liesbergmühle	1918-1937	Liesberg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7883	File:ETH-BIB-Laufental, Zementfabrik Liesberg und Liesbergmühle-Inlandflüge-LBS MH03-1443.tif	Laufental, Zementfabrik Liesberg und Liesbergmühle	1918-1937	Liesberg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7884	File:ETH-BIB-Laufental, Zementfabrik Liesberg und Liesbergmühle-Inlandflüge-LBS MH03-1672.tif	Laufental, Zementfabrik Liesberg und Liesbergmühle	1918-1937	Liesberg	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7885	File:ETH-BIB-Lauffen am Neckar-Weitere-LBS MH02-35-0026.tif	Lauffen am Neckar	1934	Neckar; Lauffen am Neckar	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7886	File:ETH-BIB-Lauffen am Neckar-Weitere-LBS MH02-35-0027.tif	Lauffen am Neckar	1934	Lauffen am Neckar; Neckar	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7887	File:ETH-BIB-Lauffen am Neckar-Weitere-LBS MH02-35-0028.tif	Lauffen am Neckar	1934	Neckar; Lauffen am Neckar	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7888	File:ETH-BIB-Lauffohr, Turgi, Windisch, Kestenberg, Aare v. N. O. aus 300 m-Inlandflüge-LBS MH01-004520.tif	Lauffohr, Turgi, Windisch, Kestenberg, Aare v. N. O. aus 300 m	1925	Lauffohr	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7889	File:ETH-BIB-Lauffor, Stilli, Aare v. S. aus 1000 m-Inlandflüge-LBS MH01-005213.tif	Lauffor, Stilli, Aare v. S. aus 1000 m	1926	Lauffohr	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7890	File:ETH-BIB-Lauffrohr, Stilli, Siggenthal-Station, Limmat - Aare Zusammenfluss v. S. aus 900 m-Inlandflüge-LBS MH01-001288.tif	Lauffrohr, Stilli, Siggenthal-Station, Limmat - Aare Zusammenfluss v. S. aus 900 m	1919	Lauffohr	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7891	File:ETH-BIB-Lauftegg, Gonten, Hundwilerhöhe v. S. W. aus 3500 m-Inlandflüge-LBS MH01-002493.tif	Lauftegg, Gonten, Hundwilerhöhe v. S. W. aus 3500 m	1919	Ostschweizer Voralpen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7892	File:ETH-BIB-Laupen bei Wald (ZH), Fabrik, von Osten-Inlandflüge-LBS MH03-0632.tif	Laupen bei Wald (ZH), Fabrik, von Osten	1918-1937	Wald (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7893	File:ETH-BIB-Laupen bei Wald (ZH), Fabrik, von Westen-Inlandflüge-LBS MH03-0631.tif	Laupen bei Wald (ZH), Fabrik, von Westen	1918-1937	Wald (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7894	File:ETH-BIB-Laupen bei Wald (ZH), Fabrik-Inlandflüge-LBS MH03-1829.tif	Laupen bei Wald (ZH), Fabrik	1918-1937	Wald (ZH)	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
7895	File:ETH-BIB-Laupen v. S. aus 250 m-Inlandflüge-LBS MH01-001170.tif	Laupen v. S. aus 250 m	1919	Laupen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7896	File:ETH-BIB-Laupen v. S. O.-Inlandflüge-LBS MH01-004844.tif	Laupen v. S. O.	1925	Laupen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7897	File:ETH-BIB-Laupen v. S. W. aus 300 m-Inlandflüge-LBS MH01-001169.tif	Laupen v. S. W. aus 300 m	1919	Laupen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7898	File:ETH-BIB-Laupen, Sense v. S. aus 1200 m-Inlandflüge-LBS MH01-000706.tif	Laupen, Sense v. S. aus 1200 m	1919	Laupen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7899	File:ETH-BIB-Laupen, Sense v. S. O.-Inlandflüge-LBS MH01-000705.tif	Laupen, Sense v. S. O.	1919	Laupen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7900	File:ETH-BIB-Laupen, Zürcher-Höhenklinik-Inlandflüge-LBS MH01-001140.tif	Laupen, Zürcher-Höhenklinik	1919	Laupen	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7901	File:ETH-BIB-Laupen-Inlandflüge-LBS MH01-004843.tif	Laupen	1925	Laupen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7902	File:ETH-BIB-Lauperswil, dahinter die Emme-Inlandflüge-LBS MH01-005135.tif	Lauperswil, dahinter die Emme	1926	Emme; Lauperswil	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7903	File:ETH-BIB-Laurinswand und Rosengartenspitze, Anflug von Nordosten (Dolomiten)-Inlandflüge-LBS MH01-007289.tif	Laurinswand und Rosengartenspitze, Anflug von Nordosten (Dolomiten)	25.07.33	Dolomiten	Fotografie : Negativ	9 x 12 cm	12	9	Walter Mittelholzer
7904	File:ETH-BIB-Lausanne aus 600 m-Inlandflüge-LBS MH01-000226.tif	Lausanne aus 600 m	1919	Lausanne	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7905	File:ETH-BIB-Lausanne v. N. W. aus 1000 m-Inlandflüge-LBS MH01-006084.tif	Lausanne v. N. W. aus 1000 m	1930	Lausanne	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7906	File:ETH-BIB-Lausanne v. N. W. aus 800 m-Inlandflüge-LBS MH01-006253.tif	Lausanne v. N. W. aus 800 m	1931	Lausanne	Fotografie : Glasplattennegativ	6 x 9 cm	9	6	Walter Mittelholzer
7907	File:ETH-BIB-Lausanne v. S. O. aus 300 m-Inlandflüge-LBS MH01-000723.tif	Lausanne v. S. O. aus 300 m	1919	Lausanne	Fotografie : Glasplattennegativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
7908	File:ETH-BIB-Lausanne v. W. aus 1200 m-Inlandflüge-LBS MH01-000105.tif	Lausanne v. W. aus 1200 m	1919	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7909	File:ETH-BIB-Lausanne v. W. aus 250 m-Inlandflüge-LBS MH01-000837.tif	Lausanne v. W. aus 250 m	1919	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7910	File:ETH-BIB-Lausanne v. W. aus 300 m-Inlandflüge-LBS MH01-000724-AL.tif	Lausanne v. W. aus 300 m	1919	Lausanne	Fotografie : Silbergelatine-Abzug, auf Papier montiert	9 x 12 cm	12	9	Walter Mittelholzer
7911	File:ETH-BIB-Lausanne, Aerodrome, Blécherette v. N. aus 800 m-Inlandflüge-LBS MH01-006252.tif	Lausanne, Aerodrome, Blécherette v. N. aus 800 m	1931	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7912	File:ETH-BIB-Lausanne, Aerodrome, La Blécherette, Flugplatz v. N.-Inlandflüge-LBS MH01-004886.tif	Lausanne, Aerodrome, La Blécherette, Flugplatz v. N.	1925	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7913	File:ETH-BIB-Lausanne, Brauerei Cardinal Freiburg Depot-Inlandflüge-LBS MH03-0565.tif	Lausanne, Brauerei Cardinal Freiburg Depot	16.05.25	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7914	File:ETH-BIB-Lausanne, Brauerei Cardinal Freiburg Depot-Inlandflüge-LBS MH03-0566.tif	Lausanne, Brauerei Cardinal Freiburg Depot	16.05.25	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7915	File:ETH-BIB-Lausanne, Fabrik-Inlandflüge-LBS MH03-0604.tif	Lausanne, Fabrik	28.04.26	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7916	File:ETH-BIB-Lausanne, Genfersee, westliches Becken, Lac Léman, Jura, Salève-Inlandflüge-LBS MH01-007916.tif	Lausanne, Genfersee, westliches Becken, Lac Léman, Jura, Salève	03.09.34	Lausanne	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7917	File:ETH-BIB-Lausanne, la Blecherette, Flugplatz-Inlandflüge-LBS MH01-001067.tif	Lausanne, la Blecherette, Flugplatz	1919	Lausanne	Fotografie : Glasplattennegativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
7918	File:ETH-BIB-Lausanne, Lagerhäuser-Inlandflüge-LBS MH03-0567.tif	Lausanne, Lagerhäuser	16.05.25	Lausanne	Fotografie : Glasplattennegativ	10 x 12 cm (4 x 5'')	12	10	Walter Mittelholzer
7919	File:ETH-BIB-Lausanne, Universitätsspital und Kraftwerk-Inlandflüge-LBS MH03-0636.tif	Lausanne, Universitätsspital und Kraftwerk	1918-1937	Lausanne	Fotografie : Glasplattennegativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
7920	File:ETH-BIB-Lausanne, Vigie-Inlandflüge-LBS MH03-1055.tif	Lausanne, Vigie	1918-1937	Lausanne	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7921	File:ETH-BIB-Lausanne, Ziegelei Renens-Inlandflüge-LBS MH03-0569.tif	Lausanne, Ziegelei Renens	16.05.25	Lausanne	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7922	File:ETH-BIB-Lausanne-Altstadt aus 200 m-Inlandflüge-LBS MH01-004575.tif	Lausanne-Altstadt aus 200 m	1925	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7923	File:ETH-BIB-Lausanne-Beaulieu, Messegebäude-Inlandflüge-LBS MH03-0568.tif	Lausanne-Beaulieu, Messegebäude	28.04.26	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7924	File:ETH-BIB-Lausanne-Beaulieu, Messegebäude-Inlandflüge-LBS MH03-0635.tif	Lausanne-Beaulieu, Messegebäude	1918-1937	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7925	File:ETH-BIB-Lausanne-Centre-Inlandflüge-LBS MH01-000109.tif	Lausanne-Centre	1919	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7926	File:ETH-BIB-Lausanne-Ouchy v. O. aus 300 m-Inlandflüge-LBS MH01-000233.tif	Lausanne-Ouchy v. O. aus 300 m	1919	Ouchy	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7927	File:ETH-BIB-Lausanne-Ouchy, Hafen v. S. aus 400 m-Inlandflüge-LBS MH01-000725.tif	Lausanne-Ouchy, Hafen v. S. aus 400 m	1919	Ouchy	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7928	File:ETH-BIB-Lausanne-Zentrum v. N. aus 400 m-Inlandflüge-LBS MH01-000726.tif	Lausanne-Zentrum v. N. aus 400 m	1919	Lausanne	Fotografie : Glasplattennegativ	9 x 12 cm	12	9	Walter Mittelholzer
7929	File:ETH-BIB-Lausannne, Mont Repos aus 400 m-Inlandflüge-LBS MH01-001350.tif	Lausannne, Mont Repos aus 400 m	1919	Lausanne	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7930	File:ETH-BIB-Lauscha bei Neuhaus am Rennweg, Blick nach Süden-Weitere-LBS MH02-35-0001.tif	Lauscha bei Neuhaus am Rennweg, Blick nach Süden	1934	Thüringen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7931	File:ETH-BIB-Lauscha bei Neuhaus am Rennweg, Blick nach Süden-Weitere-LBS MH02-35-0002.tif	Lauscha bei Neuhaus am Rennweg, Blick nach Süden	1934	Thüringen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
7932	File:ETH-BIB-Lausen v. S. W. aus 300 m-Inlandflüge-LBS MH01-003582.tif	Lausen v. S. W. aus 300 m	1923	Lausen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
7933	File:ETH-BIB-Lausen, Hegler & Cie Mühle-Inlandflüge-LBS MH03-0633.tif	Lausen, Hegler & Cie Mühle	15.05.25	Lausen	Fotografie : Glasplattennegativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
7934	File:ETH-BIB-Lausen, Hegler & Cie Mühle-Inlandflüge-LBS MH03-0634.tif	Lausen, Hegler & Cie Mühle	15.05.25	Lausen	Fotografie : Glasplattennegativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
7935	File:ETH-BIB-Lauteraarhorn, Jungfrau, Mönch, Eiger-Inlandflüge-LBS MH05-13-25.tif	Lauteraarhorn, Jungfrau, Mönch, Eiger	27.09.34	Eiger; Jungfrau; Mönch; Bern	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
